model_name,model_path,seed,total_timesteps,reward,mean_ems_time,mean_hospital_time,mean_total_time,weighted_ems_time,weighted_hospital_time,weighted_total_time,max_ems_time,max_hospital_time,dispatch_response_improvement_min,has_repeated_action,selected_action_indices,step_rewards,selected_policies
cheonan_dqn_refined_smoke_5000_seed42,models/RL/cheonan_dqn_refined_smoke_5000_seed42.zip,42,,1.6245529695192822,4.882801978072861,10.856635269370763,15.739437247443622,4.975341229792611,12.699001074909956,17.674342304702563,11.18,29.62,0.0,False,"[22, 38, 24]","[0.4669101348184803, 0.5655778857112637, 0.5920649489895382]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG008"", ""target_name"": ""중앙동"", ""target_region_id"": ""REG008"", ""target_region_name"": ""중앙동""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz"", ""target_name"": ""앙즈로여성병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG011"", ""target_name"": ""동면"", ""target_region_id"": ""REG011"", ""target_region_name"": ""동면""}]"
