episode,seed,reward,dispatch_response_improvement_min,mean_ems_time,mean_hospital_time,mean_total_time,weighted_ems_time,weighted_hospital_time,weighted_total_time,max_ems_time,max_hospital_time,selected_action_indices,selected_policies
1,42,0.7842624599697734,0.0042478320188186,5.599677419354838,10.592492761734231,16.19217018108907,6.034316313600623,12.48456433267027,18.51888064627089,11.18,29.62,"[35, 4, 41]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjE0ODEjNjEjJDEjJDgjJDgz"", ""target_name"": ""천안해울병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS005"", ""target_name"": ""성남지역대"", ""target_region_id"": ""REG014"", ""target_region_name"": ""성남면""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz"", ""target_name"": ""서울프라임병원"", ""target_region_id"": null, ""target_region_name"": null}]"
2,42,0.7450844984581932,0.0042478320188186,5.599677419354838,10.552522536469814,16.152199955824653,6.034316313600623,12.52374229418185,18.55805860778247,11.18,29.62,"[4, 37, 44]","[{""policy"": ""ambulance_existing"", ""target_id"": ""EMS005"", ""target_name"": ""성남지역대"", ""target_region_id"": ""REG014"", ""target_region_name"": ""성남면""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz"", ""target_name"": ""마디손병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz"", ""target_name"": ""천안재활병원"", ""target_region_id"": null, ""target_region_name"": null}]"
3,42,0.8914048360595217,0.0,5.295483870967741,10.716180311234632,16.011664182202377,5.8214151748001814,12.586075263362146,18.407490438162323,11.18,29.62,"[27, 51, 39]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG019"", ""target_name"": ""부성1동"", ""target_region_id"": ""REG019"", ""target_region_name"": ""부성1동""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz"", ""target_name"": ""서울대정병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjEwMDIjNTEjJDEjJDIjJDgz"", ""target_name"": ""천안리턴병원"", ""target_region_id"": null, ""target_region_name"": null}]"
4,42,0.7703170839388371,0.0306886569409906,5.295483870967741,10.914895644369402,16.210379515337145,5.8214151748001814,12.73785167242382,18.559266847224,11.18,29.62,"[27, 40, 6]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG019"", ""target_name"": ""부성1동"", ""target_region_id"": ""REG019"", ""target_region_name"": ""부성1동""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz"", ""target_name"": ""아이본병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS007"", ""target_name"": ""풍세119안전센터"", ""target_region_id"": ""REG016"", ""target_region_name"": ""풍세면""}]"
5,42,0.34366134533290266,0.0461916173658476,5.1867842220309095,11.594193548387098,16.780977770418005,5.73684658563357,13.264578960621222,19.00142554625479,11.18,29.62,"[26, 19, 9]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG018"", ""target_name"": ""백석동"", ""target_region_id"": ""REG018"", ""target_region_name"": ""백석동""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG004"", ""target_name"": ""신안동"", ""target_region_id"": ""REG004"", ""target_region_name"": ""신안동""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS010"", ""target_name"": ""불당119안전센터"", ""target_region_id"": ""REG022"", ""target_region_name"": ""불당2동""}]"
6,42,0.7494312923580857,0.0,5.30953667865867,10.671915281509014,15.981451960167684,5.817718036654236,12.731745945209527,18.54946398186376,11.18,29.62,"[44, 33, 21]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz"", ""target_name"": ""천안재활병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz"", ""target_name"": ""예일병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG007"", ""target_name"": ""일봉동"", ""target_region_id"": ""REG007"", ""target_region_name"": ""일봉동""}]"
7,42,0.3325916359343335,0.0399215062962792,5.398709677419355,11.594193548387098,16.99290322580645,5.74164618396257,13.264578960621222,19.00622514458379,11.18,29.62,"[23, 4, 12]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG010"", ""target_name"": ""광덕면"", ""target_region_id"": ""REG010"", ""target_region_name"": ""광덕면""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS005"", ""target_name"": ""성남지역대"", ""target_region_id"": ""REG014"", ""target_region_name"": ""성남면""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS013"", ""target_name"": ""성환119안전센터"", ""target_region_id"": ""REG030"", ""target_region_name"": ""성환읍""}]"
8,42,0.533559655080713,0.0045892200942615,5.599677419354838,10.808655693058702,16.40833311241354,6.034316313600623,12.735608525634776,18.769924839235394,11.18,29.62,"[44, 45, 3]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz"", ""target_name"": ""천안재활병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz"", ""target_name"": ""삼성스카이병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS004"", ""target_name"": ""북면지역대"", ""target_region_id"": ""REG013"", ""target_region_name"": ""북면""}]"
9,42,0.6534483957324847,0.0001882362364812,5.599677419354838,10.73616728707803,16.33584470643287,6.034316313600623,12.611318801125222,18.64563511472584,11.18,29.62,"[37, 8, 40]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz"", ""target_name"": ""마디손병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS009"", ""target_name"": ""두정119안전센터"", ""target_region_id"": ""REG024"", ""target_region_name"": ""성정2동""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz"", ""target_name"": ""아이본병원"", ""target_region_id"": null, ""target_region_name"": null}]"
10,42,1.121296077591218,0.0,5.398709677419355,10.49267365082137,15.891383328240725,5.74164618396257,12.43595301266806,18.177599196630627,11.18,29.62,"[50, 23, 48]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQyNjE0ODEjNTEjJDEjJDYjJDgz"", ""target_name"": ""천안21세기병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG010"", ""target_name"": ""광덕면"", ""target_region_id"": ""REG010"", ""target_region_name"": ""광덕면""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz"", ""target_name"": ""혜성산부인과병원"", ""target_region_id"": null, ""target_region_name"": null}]"
11,42,0.7454016763605044,0.0222107429571171,5.3432258064516125,10.922183961670516,16.26540976812213,5.838491576775618,12.737212764042843,18.575704340818458,11.18,29.62,"[19, 39, 10]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG004"", ""target_name"": ""신안동"", ""target_region_id"": ""REG004"", ""target_region_name"": ""신안동""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjEwMDIjNTEjJDEjJDIjJDgz"", ""target_name"": ""천안리턴병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS011"", ""target_name"": ""서부119안전센터"", ""target_region_id"": ""REG023"", ""target_region_name"": ""성정1동""}]"
12,42,0.32288866146462475,0.0350352871403144,5.36265655090189,11.594193548387098,16.956850099288985,5.746462939276316,13.264578960621222,19.011041899897535,11.18,29.62,"[2, 28, 8]","[{""policy"": ""ambulance_existing"", ""target_id"": ""EMS003"", ""target_name"": ""병천119안전센터"", ""target_region_id"": ""REG012"", ""target_region_name"": ""병천면""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG020"", ""target_name"": ""부성2동"", ""target_region_id"": ""REG020"", ""target_region_name"": ""부성2동""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS009"", ""target_name"": ""두정119안전센터"", ""target_region_id"": ""REG024"", ""target_region_name"": ""성정2동""}]"
13,42,0.8427426665508335,0.0,5.3432258064516125,10.772073526434678,16.11529933288629,5.838491576775618,12.617661030895395,18.45615260767101,11.18,29.62,"[39, 47, 19]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjEwMDIjNTEjJDEjJDIjJDgz"", ""target_name"": ""천안리턴병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4OSQ0NjE0ODEjODEjJDEjJDIjJDgz"", ""target_name"": ""서울우리병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG004"", ""target_name"": ""신안동"", ""target_region_id"": ""REG004"", ""target_region_name"": ""신안동""}]"
14,42,1.0479576806022735,0.0,5.094749391013949,10.975591027317092,16.07034041833104,5.462012469716495,12.788925123903075,18.25093759361957,11.18,29.62,"[47, 20, 16]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4OSQ0NjE0ODEjODEjJDEjJDIjJDgz"", ""target_name"": ""서울우리병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG005"", ""target_name"": ""원성1동"", ""target_region_id"": ""REG005"", ""target_region_name"": ""원성1동""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG001"", ""target_name"": ""문성동"", ""target_region_id"": ""REG001"", ""target_region_name"": ""문성동""}]"
15,42,1.1415184818601243,0.0222107429571171,5.249677419354838,10.92879511789891,16.178472537253747,5.442251364611085,12.737336170707753,18.179587535318838,11.18,29.62,"[24, 10, 41]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG011"", ""target_name"": ""동면"", ""target_region_id"": ""REG011"", ""target_region_name"": ""동면""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS011"", ""target_name"": ""서부119안전센터"", ""target_region_id"": ""REG023"", ""target_region_name"": ""성정1동""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz"", ""target_name"": ""서울프라임병원"", ""target_region_id"": null, ""target_region_name"": null}]"
16,42,0.8778888682243311,0.0356736742774606,4.934148661359986,11.594193548387098,16.528342209747084,5.192101119653753,13.264578960621222,18.456680080274975,11.18,29.62,"[24, 12, 17]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG011"", ""target_name"": ""동면"", ""target_region_id"": ""REG011"", ""target_region_name"": ""동면""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS013"", ""target_name"": ""성환119안전센터"", ""target_region_id"": ""REG030"", ""target_region_name"": ""성환읍""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG002"", ""target_name"": ""봉명동"", ""target_region_id"": ""REG002"", ""target_region_name"": ""봉명동""}]"
17,42,0.6913490595337622,0.0001882362364812,5.398709677419355,10.998184134035316,16.39689381145467,5.74164618396257,12.866088266961999,18.607734450924564,11.18,29.62,"[48, 23, 8]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz"", ""target_name"": ""혜성산부인과병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG010"", ""target_name"": ""광덕면"", ""target_region_id"": ""REG010"", ""target_region_name"": ""광덕면""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS009"", ""target_name"": ""두정119안전센터"", ""target_region_id"": ""REG024"", ""target_region_name"": ""성정2동""}]"
18,42,0.7876738414803809,0.0495123820092479,5.30471554719749,11.055870298914312,16.3605858461118,5.64393497465041,12.916798840100302,18.560733814750712,11.18,29.62,"[36, 5, 16]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz"", ""target_name"": ""돋움병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS006"", ""target_name"": ""청당119안전센터"", ""target_region_id"": ""REG009"", ""target_region_name"": ""청룡동""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG001"", ""target_name"": ""문성동"", ""target_region_id"": ""REG001"", ""target_region_name"": ""문성동""}]"
19,42,0.789087114383829,0.0,5.232801978072861,11.100907360674752,16.333709338747614,5.567406178782148,12.942401981055868,18.509808159838016,11.18,29.62,"[22, 45, 42]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG008"", ""target_name"": ""중앙동"", ""target_region_id"": ""REG008"", ""target_region_name"": ""중앙동""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz"", ""target_name"": ""삼성스카이병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz"", ""target_name"": ""천안다나힐병원"", ""target_region_id"": null, ""target_region_name"": null}]"
20,42,0.3917810424216702,0.044000921900746996,5.599677419354838,11.055870298914312,16.65554771826915,6.034316313600623,12.916798840100302,18.951115153700922,11.18,29.62,"[36, 14, 12]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz"", ""target_name"": ""돋움병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS015"", ""target_name"": ""입장119안전센터"", ""target_region_id"": ""REG028"", ""target_region_name"": ""입장면""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS013"", ""target_name"": ""성환119안전센터"", ""target_region_id"": ""REG030"", ""target_region_name"": ""성환읍""}]"
21,42,0.6889953220952375,0.0222107429571171,5.599677419354838,10.603019941519117,16.202697360873955,6.034316313600623,12.597794381483103,18.632110695083725,11.18,29.62,"[53, 10, 43]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz"", ""target_name"": ""이화병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS011"", ""target_name"": ""서부119안전센터"", ""target_region_id"": ""REG023"", ""target_region_name"": ""성정1동""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjNDEjJDEjJDQjJDgz"", ""target_name"": ""연세나무병원"", ""target_region_id"": null, ""target_region_name"": null}]"
22,42,0.8230336060658843,0.0,5.599677419354838,10.534802165254142,16.134479584608982,6.034316313600623,12.441545354555341,18.47586166815596,11.18,29.62,"[40, 35, 41]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz"", ""target_name"": ""아이본병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjE0ODEjNjEjJDEjJDgjJDgz"", ""target_name"": ""천안해울병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz"", ""target_name"": ""서울프라임병원"", ""target_region_id"": null, ""target_region_name"": null}]"
23,42,0.7428251492772141,0.0083272476232864,5.265170274394114,10.92879511789891,16.193965392293027,5.8270612018601655,12.737336170707753,18.564397372567917,11.18,29.62,"[14, 30, 41]","[{""policy"": ""ambulance_existing"", ""target_id"": ""EMS015"", ""target_name"": ""입장119안전센터"", ""target_region_id"": ""REG028"", ""target_region_name"": ""입장면""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG025"", ""target_name"": ""쌍용1동"", ""target_region_id"": ""REG025"", ""target_region_name"": ""쌍용1동""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz"", ""target_name"": ""서울프라임병원"", ""target_region_id"": null, ""target_region_name"": null}]"
24,42,0.2121748193509364,0.038658756533598196,5.342699713174523,11.594193548387098,16.93689326156162,5.860800250783288,13.264578960621222,19.125379211404507,11.18,29.62,"[1, 7, 29]","[{""policy"": ""ambulance_existing"", ""target_id"": ""EMS002"", ""target_name"": ""독립119안전센터"", ""target_region_id"": ""REG017"", ""target_region_name"": ""목천읍""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS008"", ""target_name"": ""119구조구급센터119안전센터"", ""target_region_id"": ""REG031"", ""target_region_name"": ""직산읍""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG021"", ""target_name"": ""불당1동"", ""target_region_id"": ""REG021"", ""target_region_name"": ""불당1동""}]"
25,42,1.1291317902946325,0.0,5.232801978072861,10.600639778655003,15.833441756727861,5.567406178782148,12.602357305145066,18.169763483927213,11.18,29.62,"[22, 53, 35]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG008"", ""target_name"": ""중앙동"", ""target_region_id"": ""REG008"", ""target_region_name"": ""중앙동""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz"", ""target_name"": ""이화병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjE0ODEjNjEjJDEjJDgjJDgz"", ""target_name"": ""천안해울병원"", ""target_region_id"": null, ""target_region_name"": null}]"
26,42,0.7050066847496259,0.0042478320188186,5.342699713174523,10.92879511789891,16.271494831073433,5.860800250783288,12.737336170707753,18.598136421491038,11.18,29.62,"[29, 41, 4]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG021"", ""target_name"": ""불당1동"", ""target_region_id"": ""REG021"", ""target_region_name"": ""불당1동""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz"", ""target_name"": ""서울프라임병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS005"", ""target_name"": ""성남지역대"", ""target_region_id"": ""REG014"", ""target_region_name"": ""성남면""}]"
27,42,0.7036925133898455,0.0042478320188186,5.342699713174523,10.912914642839256,16.255614356013776,5.860800250783288,12.738650342067533,18.59945059285082,11.18,29.62,"[29, 4, 52]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG021"", ""target_name"": ""불당1동"", ""target_region_id"": ""REG021"", ""target_region_name"": ""불당1동""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS005"", ""target_name"": ""성남지역대"", ""target_region_id"": ""REG014"", ""target_region_name"": ""성남면""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQyNjEyMjIjNzEjJDEjJDgjJDgz"", ""target_name"": ""SG삼성조은병원"", ""target_region_id"": null, ""target_region_name"": null}]"
28,42,0.24200754302335695,0.0507872520765548,5.260793486616837,11.594193548387098,16.854987035003933,5.843096022653826,13.264578960621222,19.107674983275043,11.18,29.62,"[1, 15, 31]","[{""policy"": ""ambulance_existing"", ""target_id"": ""EMS002"", ""target_name"": ""독립119안전센터"", ""target_region_id"": ""REG017"", ""target_region_name"": ""목천읍""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS016"", ""target_name"": ""직산119안전센터"", ""target_region_id"": ""REG031"", ""target_region_name"": ""직산읍""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG027"", ""target_name"": ""쌍용3동"", ""target_region_id"": ""REG027"", ""target_region_name"": ""쌍용3동""}]"
29,42,0.5866188743204646,0.0181013717412561,5.599677419354838,10.848247068703982,16.447924488058817,6.034316313600623,12.696061458042019,18.730377771642637,11.18,29.62,"[51, 14, 11]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz"", ""target_name"": ""서울대정병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS015"", ""target_name"": ""입장119안전센터"", ""target_region_id"": ""REG028"", ""target_region_name"": ""입장면""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS012"", ""target_name"": ""성거119안전센터"", ""target_region_id"": ""REG029"", ""target_region_name"": ""성거읍""}]"
30,42,0.41746936064059936,0.0521219116627846,5.599677419354838,11.013231528881516,16.612908948236356,6.034316313600623,12.899231511643416,18.93354782524403,11.18,29.62,"[1, 44, 12]","[{""policy"": ""ambulance_existing"", ""target_id"": ""EMS002"", ""target_name"": ""독립119안전센터"", ""target_region_id"": ""REG017"", ""target_region_name"": ""목천읍""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz"", ""target_name"": ""천안재활병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS013"", ""target_name"": ""성환119안전센터"", ""target_region_id"": ""REG030"", ""target_region_name"": ""성환읍""}]"
31,42,0.5858941775570244,0.0083272476232864,5.599677419354838,10.79778386918443,16.39746128853927,6.034316313600623,12.68701203068749,18.721328344288107,11.18,29.62,"[14, 49, 44]","[{""policy"": ""ambulance_existing"", ""target_id"": ""EMS015"", ""target_name"": ""입장119안전센터"", ""target_region_id"": ""REG028"", ""target_region_name"": ""입장면""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz"", ""target_name"": ""두정이진병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz"", ""target_name"": ""천안재활병원"", ""target_region_id"": null, ""target_region_name"": null}]"
32,42,0.524726301207219,0.0306886569409906,5.265170274394114,11.302330291013508,16.567500565407624,5.8270612018601655,12.977796428095454,18.804857629955617,11.18,29.62,"[34, 30, 6]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz"", ""target_name"": ""천안우리병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG025"", ""target_name"": ""쌍용1동"", ""target_region_id"": ""REG025"", ""target_region_name"": ""쌍용1동""}, {""policy"": ""ambulance_existing"", ""target_id"": ""EMS007"", ""target_name"": ""풍세119안전센터"", ""target_region_id"": ""REG016"", ""target_region_name"": ""풍세면""}]"
