model_name,model_path,seed,total_timesteps,reward,mean_ems_time,mean_hospital_time,mean_total_time,weighted_ems_time,weighted_hospital_time,weighted_total_time,max_ems_time,max_hospital_time,dispatch_response_improvement_min,has_repeated_action,selected_action_indices,step_rewards,selected_policies
cheonan_dqn_refined_50000_seed42,models/RL/cheonan_dqn_refined_50000_seed42.zip,42,50000,1.7567607282598878,4.889032258064515,10.848247068703982,15.737279326768496,4.846073087919942,12.696061458042019,17.542134545961957,10.12,29.62,0.0,False,"[51, 24, 25]","[0.5685175025792084, 0.5920649489895347, 0.5961782766911448]","[{""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz"", ""target_name"": ""서울대정병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG011"", ""target_name"": ""동면"", ""target_region_id"": ""REG011"", ""target_region_name"": ""동면""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG015"", ""target_name"": ""수신면"", ""target_region_id"": ""REG015"", ""target_region_name"": ""수신면""}]"
cheonan_dqn_refined_50000_seed123,models/RL/cheonan_dqn_refined_50000_seed123.zip,123,50000,1.7567607282598878,4.889032258064515,10.848247068703982,15.737279326768496,4.846073087919942,12.696061458042019,17.542134545961957,10.12,29.62,0.0,False,"[25, 51, 24]","[0.5961782766911448, 0.5685175025792049, 0.5920649489895382]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG015"", ""target_name"": ""수신면"", ""target_region_id"": ""REG015"", ""target_region_name"": ""수신면""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz"", ""target_name"": ""서울대정병원"", ""target_region_id"": null, ""target_region_name"": null}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG011"", ""target_name"": ""동면"", ""target_region_id"": ""REG011"", ""target_region_name"": ""동면""}]"
cheonan_dqn_refined_50000_seed2026,models/RL/cheonan_dqn_refined_50000_seed2026.zip,2026,50000,1.7567607282598878,4.889032258064515,10.848247068703982,15.737279326768496,4.846073087919942,12.696061458042019,17.542134545961957,10.12,29.62,0.0,False,"[25, 24, 51]","[0.5961782766911448, 0.5920649489895382, 0.5685175025792049]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG015"", ""target_name"": ""수신면"", ""target_region_id"": ""REG015"", ""target_region_name"": ""수신면""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG011"", ""target_name"": ""동면"", ""target_region_id"": ""REG011"", ""target_region_name"": ""동면""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz"", ""target_name"": ""서울대정병원"", ""target_region_id"": null, ""target_region_name"": null}]"
