method,evaluation_units,reward_mean,reward_std,reward_min,reward_max,mean_ems_time,mean_hospital_time,mean_total_time,weighted_ems_time,weighted_hospital_time,weighted_total_time,max_ems_time,max_hospital_time,dispatch_response_improvement_min
random_1000,1000,0.6795021219710955,0.28546127003340965,0.0139506024389257,1.589815699707021,5.357440262882016,11.023931794114032,16.38137205699605,5.79049515228963,12.847893109809702,18.638388262099333,11.164350000000002,29.62,0.01899510984857893
rule_greedy,1,1.7567607282598878,0.0,1.7567607282598878,1.7567607282598878,4.889032258064515,10.848247068703982,15.737279326768496,4.846073087919942,12.69606145804202,17.542134545961957,10.12,29.62,0.0
dqn_50000_multi_seed,3,1.7567607282598878,0.0,1.7567607282598878,1.7567607282598878,4.889032258064515,10.848247068703982,15.737279326768496,4.846073087919942,12.696061458042019,17.542134545961957,10.12,29.62,0.0
