method,policy_budget,action_count,reward,baseline_weighted_total_time,mean_ems_time,mean_hospital_time,mean_total_time,weighted_ems_time,weighted_hospital_time,weighted_total_time,max_ems_time,max_hospital_time,selected_action_indices,selected_policies
rule_greedy_immediate_reward,3,54,1.7567607282598878,19.298895274221845,4.889032258064515,10.848247068703982,15.737279326768496,4.846073087919942,12.696061458042019,17.542134545961957,10.12,29.62,"[25, 24, 51]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG015"", ""target_name"": ""수신면""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG011"", ""target_name"": ""동면""}, {""policy"": ""hospital_upgrade"", ""target_id"": ""JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz"", ""target_name"": ""서울대정병원""}]"
