method,policy_budget,action_count,reward,baseline_weighted_total_time,mean_ems_time,mean_hospital_time,mean_total_time,weighted_ems_time,weighted_hospital_time,weighted_total_time,max_ems_time,max_hospital_time,selected_action_indices,selected_policies
rule_greedy_immediate_reward,3,53,1.7796424394047712,19.298895274221845,4.562580645161289,11.594193548387098,16.156774193548387,4.254673874195854,13.264578960621222,17.519252834817074,9.43,29.62,"[14, 10, 30]","[{""policy"": ""ambulance_new_base"", ""target_id"": ""REG015"", ""target_name"": ""수신면""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG011"", ""target_name"": ""동면""}, {""policy"": ""ambulance_new_base"", ""target_id"": ""REG031"", ""target_name"": ""직산읍""}]"
