seed,event_count,vehicle_count,mean_wait_time_min,p95_wait_time_min,max_wait_time_min,mean_response_time_min,p95_response_time_min,waited_event_count,waited_event_rate
42,20980,19,0.048536868582942,0.0,36.98230680602137,6.110359931464664,10.474039201492499,255,0.01215443279313632
123,20773,19,0.042411049017701555,0.0,36.321495428390335,6.082896175907292,10.474039201492499,226,0.010879507052423819
2026,20666,19,0.04298383225460305,0.0,37.13294543258962,6.062668349374736,10.474039201492499,248,0.012000387109261589
